Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width
58,23.96,0.86,157.68,149.47,139.32,0.89,0.99,1.08,5.52,7.37,1.00,1.00,7.69,7.69,144.75,8.25,30.78,1.62,4.71,23883.00,0.25,8.820384e+001,6.47
59,21.87,0.90,156.10,151.43,146.28,0.92,0.99,1.02,5.28,5.59,1.00,1.00,6.16,6.16,150.42,6.11,24.66,1.06,26.42,23315.00,0.06,7.691247e+001,5.10
60,35.47,0.89,125.62,131.36,131.08,0.91,0.99,1.07,6.72,7.11,1.00,1.00,7.47,7.47,130.39,7.61,29.86,1.06,36.78,28426.00,0.05,1.588789e+002,6.35
61,37.70,0.81,158.42,161.01,164.00,0.86,0.97,1.10,6.93,7.75,1.00,1.00,8.05,8.05,161.44,8.68,32.21,1.40,19.34,36808.00,0.11,1.741533e+002,6.66
62,42.92,0.76,119.18,125.34,128.21,0.78,0.93,1.66,7.39,9.22,2.85,0.35,15.24,5.35,125.45,10.42,41.18,1.38,40.13,31489.00,0.20,2.114933e+002,8.08
63,930.69,0.43,106.12,122.73,123.03,0.15,0.63,3.17,34.42,46.15,7.84,0.13,92.91,11.86,120.56,60.58,209.54,1.71,38.06,422425.00,0.25,2.135840e+004,30.44
64,34.58,0.68,123.96,126.45,124.65,0.72,0.90,1.27,6.63,7.67,1.03,0.97,8.21,7.96,124.29,9.46,32.34,1.08,28.81,26597.00,0.14,1.529358e+002,5.45
65,175.28,0.95,98.13,116.15,120.09,0.81,0.97,1.44,14.94,16.54,2.03,0.49,22.23,10.95,115.26,17.40,66.35,1.27,40.54,90016.00,0.10,1.745691e+003,15.75
66,29.96,0.81,154.74,155.38,148.07,0.87,0.97,1.06,6.18,6.63,1.00,1.00,6.99,6.99,153.08,7.73,27.97,1.05,24.83,29544.00,0.07,1.233343e+002,5.25
67,34.35,0.91,144.78,136.63,132.08,0.91,0.99,1.05,6.61,7.71,1.00,1.00,7.94,7.94,136.19,8.22,31.75,1.43,9.19,29009.00,0.14,1.514651e+002,6.91
68,24.59,0.93,142.98,145.76,138.45,0.83,0.98,1.21,5.60,6.28,1.00,1.00,6.99,6.99,143.23,7.06,27.97,1.10,36.40,24063.00,0.11,9.172258e+001,5.58
69,22.70,0.85,137.40,136.39,133.95,0.90,0.99,1.02,5.38,5.75,1.00,1.00,6.25,6.25,135.74,6.50,24.98,1.05,24.15,21582.00,0.07,8.134761e+001,5.10
70,45.21,0.86,105.26,114.34,123.79,0.84,0.97,1.55,7.59,9.45,2.47,0.41,15.16,6.14,116.13,10.27,42.61,1.55,39.00,30309.00,0.20,2.286639e+002,8.25
71,72.93,0.58,110.86,118.34,122.68,0.62,0.84,1.53,9.64,11.11,2.40,0.42,16.65,6.93,118.47,13.24,47.16,1.16,41.46,44783.00,0.13,4.685286e+002,7.46
72,25.44,0.87,144.60,145.62,139.90,0.91,0.99,1.03,5.69,6.04,1.00,1.00,6.52,6.52,143.58,6.80,26.09,1.06,31.90,24696.00,0.06,9.650727e+001,5.49
73,28.87,0.85,152.96,149.51,144.12,0.90,0.99,1.01,6.06,6.37,1.00,1.00,6.75,6.75,148.24,7.06,27.00,1.05,27.73,27870.00,0.05,1.166906e+002,5.49
74,32.14,0.87,133.55,135.73,135.01,0.90,0.99,1.07,6.40,6.81,1.00,1.00,7.22,7.22,134.38,7.52,28.89,1.06,25.73,27279.00,0.06,1.370917e+002,6.00
75,31.70,0.95,138.20,151.44,147.16,0.81,0.95,1.85,6.35,7.79,3.51,0.28,14.69,4.18,148.65,9.01,37.73,1.24,37.82,29878.00,0.18,1.342906e+002,6.51
76,31.27,0.89,137.47,138.52,134.38,0.92,0.99,1.00,6.31,6.60,1.00,1.00,6.88,6.88,136.91,7.26,27.52,1.04,31.51,27246.00,0.04,1.315142e+002,5.80
77,61.14,0.87,125.32,137.67,135.31,0.84,0.98,1.14,8.82,9.41,1.00,1.00,9.47,9.47,135.22,10.29,37.87,1.07,43.29,44488.00,0.06,3.596638e+002,8.57
78,22.70,0.93,141.22,137.63,132.53,0.85,0.97,1.20,5.38,6.15,1.00,1.00,6.76,6.76,136.50,7.05,27.06,1.08,36.34,21703.00,0.13,8.134761e+001,5.25
79,30.83,0.90,144.12,143.11,140.24,0.87,0.98,1.21,6.27,6.96,1.00,1.00,7.55,7.55,142.39,7.71,30.19,1.09,43.56,28051.00,0.10,1.287626e+002,6.27
80,49.60,0.81,123.59,128.08,128.84,0.79,0.97,1.35,7.95,9.00,1.62,0.62,11.75,7.28,127.43,10.87,38.06,1.12,25.25,35680.00,0.12,2.628054e+002,7.16
81,35.24,0.90,136.47,128.25,122.63,0.92,0.99,1.06,6.70,7.59,1.00,1.00,7.86,7.86,126.88,8.34,31.42,1.37,13.46,27532.00,0.12,1.573841e+002,7.05
82,25.44,0.94,137.80,145.87,148.83,0.84,0.97,1.24,5.69,6.65,1.00,1.00,7.16,7.16,145.27,8.34,28.62,1.07,41.01,24986.00,0.14,9.650727e+001,5.25
83,30.17,0.92,153.37,159.36,158.03,0.91,0.99,1.04,6.20,6.59,1.00,1.00,6.95,6.95,158.27,7.06,27.78,1.05,30.87,30704.00,0.06,1.246820e+002,6.14
84,27.15,0.77,136.86,136.78,132.19,0.77,0.91,1.49,5.88,7.15,2.23,0.45,11.33,5.09,135.43,8.03,32.85,1.33,31.06,24378.00,0.18,1.063919e+002,5.72
85,20.63,0.94,151.05,156.71,154.17,0.89,0.99,1.12,5.12,5.56,1.00,1.00,6.33,6.33,155.32,5.98,25.31,1.09,34.32,23143.00,0.08,7.046599e+001,5.10
86,38.15,0.90,137.38,129.40,120.91,0.91,0.99,1.04,6.97,7.74,1.00,1.00,7.89,7.89,127.74,8.25,31.56,1.31,10.08,29380.00,0.10,1.772790e+002,7.05
87,26.72,0.92,167.66,173.02,167.67,0.91,0.99,1.05,5.83,6.23,1.00,1.00,6.68,6.68,170.79,6.70,26.74,1.06,24.55,30400.00,0.06,1.038816e+002,5.25
88,30.39,0.89,163.29,160.19,150.81,0.91,0.99,1.08,6.22,6.60,1.00,1.00,7.11,7.11,157.15,7.12,28.43,1.07,25.40,30644.00,0.06,1.260359e+002,6.01
89,23.54,0.86,158.58,151.35,145.10,0.89,0.98,1.14,5.47,7.32,1.00,1.00,7.82,7.82,150.29,8.03,31.29,1.71,8.11,24497.00,0.25,8.589147e+001,6.53
90,33.25,0.92,151.08,145.54,139.74,0.93,1.00,1.01,6.51,6.80,1.00,1.00,7.11,7.11,144.38,7.21,28.43,1.05,17.80,30032.00,0.04,1.442022e+002,6.27
91,26.08,0.83,160.25,162.01,157.08,0.88,0.98,1.06,5.76,6.14,1.00,1.00,6.68,6.68,159.75,6.80,26.74,1.07,27.58,27957.00,0.06,1.001650e+002,5.25
92,58.77,0.73,123.60,138.03,142.44,0.79,0.95,1.10,8.65,9.25,1.00,1.00,9.19,9.19,136.62,10.69,36.76,1.06,33.10,43583.00,0.06,3.388951e+002,7.07
93,20.83,0.95,138.78,136.46,132.13,0.86,0.98,1.14,5.15,5.74,1.00,1.00,6.41,6.41,135.11,6.28,25.63,1.08,28.15,20267.00,0.10,7.152309e+001,5.25
94,33.91,0.83,142.75,142.01,144.25,0.84,0.97,1.23,6.57,7.23,1.00,1.00,7.90,7.90,142.59,8.45,31.61,1.11,4.73,30087.00,0.09,1.485417e+002,6.27
95,34.13,0.87,154.33,158.04,159.37,0.90,0.99,1.05,6.59,7.51,1.00,1.00,7.66,7.66,158.01,8.25,30.64,1.42,16.24,33498.00,0.12,1.500004e+002,6.35
96,25.86,0.88,148.83,145.22,144.77,0.79,0.94,1.60,5.74,7.13,2.66,0.38,11.89,4.47,145.25,8.34,32.72,1.16,35.85,25273.00,0.20,9.893920e+001,6.22
97,58.29,0.93,128.72,126.12,126.02,0.91,0.99,1.04,8.62,9.33,1.00,1.00,9.19,9.19,125.74,10.13,36.76,1.29,15.25,39860.00,0.08,3.348020e+002,8.57
98,23.12,0.93,151.63,147.03,147.86,0.83,0.96,1.27,5.43,6.18,1.00,1.00,6.99,6.99,147.27,6.97,27.97,1.11,35.95,23711.00,0.12,8.360601e+001,5.44
99,64.73,0.87,129.84,137.27,137.24,0.77,0.96,1.42,9.08,10.07,1.96,0.51,14.34,7.32,136.21,10.66,43.33,1.15,37.62,46857.00,0.10,3.917513e+002,9.11
100,29.74,0.79,155.90,156.02,150.70,0.86,0.97,1.03,6.15,6.52,1.00,1.00,6.88,6.88,154.19,7.32,27.52,1.05,30.26,29604.00,0.06,1.219930e+002,5.25
101,27.15,0.84,154.85,154.72,147.72,0.89,0.98,1.05,5.88,6.27,1.00,1.00,6.72,6.72,152.38,7.05,26.87,1.06,31.06,27429.00,0.06,1.063919e+002,5.49
102,36.36,0.91,141.23,147.00,147.53,0.92,0.99,1.02,6.80,7.15,1.00,1.00,7.38,7.38,146.10,7.71,29.54,1.05,33.16,32435.00,0.05,1.649176e+002,6.35
103,38.60,0.82,139.43,146.98,151.62,0.76,0.95,1.60,7.01,8.34,2.66,0.38,14.00,5.26,147.48,9.60,38.51,1.35,43.11,34215.00,0.16,1.804280e+002,7.12
104,24.59,0.92,131.54,134.98,133.99,0.94,1.00,1.00,5.60,5.83,1.00,1.00,6.25,6.25,133.57,6.28,24.98,1.04,36.02,22439.00,0.04,9.172258e+001,5.25
105,29.74,0.78,155.70,149.61,139.99,0.84,0.97,1.08,6.15,7.62,1.00,1.00,7.82,7.82,146.67,8.74,31.29,1.47,5.93,28161.00,0.19,1.219930e+002,6.35
106,48.21,0.93,122.14,132.33,138.78,0.83,0.97,1.27,7.83,8.70,1.00,1.00,9.27,9.27,132.40,9.60,37.08,1.27,37.71,36277.00,0.10,2.518118e+002,7.83
107,40.19,0.92,141.99,143.26,137.55,0.93,1.00,1.02,7.15,7.44,1.00,1.00,7.66,7.66,141.39,7.86,30.64,1.05,34.53,33792.00,0.04,1.916324e+002,6.91
108,73.90,0.91,120.02,131.20,134.77,0.92,0.99,1.05,9.70,10.07,1.00,1.00,9.82,9.82,129.69,10.67,39.29,1.05,32.10,49543.00,0.04,4.779222e+002,9.12
109,25.65,0.78,135.68,124.46,121.25,0.86,0.97,1.00,5.71,6.11,1.00,1.00,6.44,6.44,124.08,7.06,25.76,1.04,9.52,21465.00,0.06,9.771995e+001,4.70
110,32.36,0.90,142.80,145.87,141.72,0.92,0.99,1.05,6.42,6.74,1.00,1.00,7.16,7.16,144.25,7.12,28.62,1.06,34.46,29427.00,0.05,1.385016e+002,5.80
111,22.07,0.97,137.72,132.10,123.94,0.95,1.00,1.00,5.30,5.54,1.00,1.00,6.05,6.05,129.40,5.76,24.20,1.05,26.41,20186.00,0.04,7.801101e+001,5.25
112,27.15,0.93,144.18,143.73,148.32,0.92,1.00,1.05,5.88,6.27,1.00,1.00,6.72,6.72,145.13,6.70,26.87,1.06,5.67,26124.00,0.06,1.063919e+002,5.80
113,26.29,0.98,134.90,135.30,132.82,0.94,1.00,1.01,5.79,6.10,1.00,1.00,6.52,6.52,133.89,6.35,26.09,1.05,30.12,23565.00,0.05,1.013974e+002,5.80
114,51.23,0.94,136.28,132.55,133.97,0.92,1.00,1.10,8.08,8.52,1.00,1.00,8.68,8.68,133.36,9.07,34.74,1.07,9.47,38273.00,0.05,2.758753e+002,8.01
115,28.22,0.85,130.17,129.27,127.63,0.81,0.96,1.35,5.99,7.21,1.65,0.61,9.87,6.00,128.85,8.69,31.75,1.29,33.45,23838.00,0.17,1.127805e+002,6.27
116,33.25,0.96,127.57,128.97,127.00,0.95,1.00,1.00,6.51,6.77,1.00,1.00,7.07,7.07,128.03,7.12,28.30,1.05,27.23,26631.00,0.04,1.442022e+002,6.35
117,20.83,0.90,161.97,156.10,145.92,0.89,0.98,1.10,5.15,5.59,1.00,1.00,6.29,6.29,153.68,6.11,25.17,1.08,31.21,23052.00,0.08,7.152309e+001,4.70
118,28.87,0.84,129.89,137.03,139.59,0.89,0.98,1.03,6.06,6.43,1.00,1.00,6.80,6.80,136.96,7.21,27.19,1.05,27.72,25748.00,0.06,1.166906e+002,5.57
119,22.07,0.93,146.06,139.94,141.18,0.91,0.99,1.04,5.30,5.66,1.00,1.00,6.25,6.25,138.94,5.97,24.98,1.06,17.58,21674.00,0.06,7.801101e+001,5.25
120,76.83,0.96,119.95,135.17,140.39,0.85,0.98,1.39,9.89,11.17,1.82,0.55,14.97,8.22,134.97,11.87,46.38,1.26,42.81,53180.00,0.11,5.065496e+002,10.08
121,23.96,0.62,127.80,128.87,123.33,0.72,0.87,1.58,5.52,7.08,2.59,0.39,11.74,4.53,127.09,8.49,32.53,1.33,32.21,20970.00,0.22,8.820384e+001,4.54
122,35.24,0.90,148.03,154.44,155.59,0.91,0.99,1.06,6.70,7.13,1.00,1.00,7.42,7.42,154.02,7.47,29.67,1.05,27.09,33422.00,0.06,1.573841e+002,6.56
123,51.47,0.88,123.08,133.99,130.44,0.73,0.96,1.60,8.10,9.62,2.65,0.38,15.59,5.88,131.66,10.42,42.93,1.36,40.32,37919.00,0.16,2.777638e+002,8.45
124,39.28,0.87,136.14,149.72,150.64,0.90,0.99,1.05,7.07,7.43,1.00,1.00,7.69,7.69,148.29,8.21,30.78,1.06,26.47,34847.00,0.05,1.851951e+002,6.66
125,46.13,0.85,130.80,131.17,130.06,0.85,0.97,1.08,7.66,8.23,1.00,1.00,8.29,8.29,130.44,9.11,33.18,1.05,22.64,34567.00,0.07,2.356877e+002,6.93
126,25.44,0.83,129.41,130.94,137.74,0.80,0.96,1.28,5.69,6.45,1.17,0.85,7.84,6.70,132.80,7.51,29.08,1.11,40.30,22842.00,0.12,9.650727e+001,5.45
127,55.93,0.87,131.60,140.58,139.95,0.87,0.98,1.18,8.44,9.09,1.00,1.00,9.30,9.30,138.17,9.72,37.22,1.08,34.93,42417.00,0.07,3.146420e+002,8.01
128,40.19,0.88,123.36,129.36,131.42,0.85,0.97,1.44,7.15,8.23,2.02,0.50,12.14,6.01,129.25,8.69,36.30,1.14,43.14,30891.00,0.13,1.916324e+002,7.05
129,63.05,0.92,132.93,138.09,136.84,0.76,0.94,2.01,8.96,10.65,4.06,0.25,20.43,5.04,137.13,11.34,50.94,1.29,38.88,46213.00,0.16,3.766387e+002,9.99
130,23.12,0.84,155.41,153.01,147.40,0.79,0.93,1.49,5.43,6.74,2.25,0.45,10.51,4.68,151.35,7.90,30.38,1.12,34.35,24367.00,0.19,8.360601e+001,5.48
131,38.38,0.83,130.51,138.75,139.48,0.64,0.90,1.70,6.99,8.25,3.01,0.33,14.58,4.84,137.59,9.45,38.84,1.22,45.14,31783.00,0.15,1.788506e+002,6.35
132,53.34,0.96,128.54,135.55,138.60,0.94,1.00,1.04,8.24,8.55,1.00,1.00,8.60,8.60,133.86,8.96,34.42,1.06,33.48,39623.00,0.04,2.930614e+002,8.01
133,40.87,0.90,150.92,149.31,149.86,0.90,0.99,1.16,7.21,7.73,1.00,1.00,8.21,8.21,149.64,8.34,32.85,1.09,21.13,36214.00,0.07,1.965207e+002,6.90
134,32.80,0.93,162.49,160.77,152.86,0.93,1.00,1.02,6.46,6.78,1.00,1.00,7.11,7.11,158.39,7.26,28.43,1.05,22.44,32629.00,0.05,1.413396e+002,6.27
135,24.38,0.81,160.44,149.68,136.24,0.86,0.97,1.13,5.57,6.81,1.00,1.00,7.35,7.35,146.87,7.71,29.40,1.45,6.75,24528.00,0.18,9.054300e+001,5.80
136,37.03,0.92,134.72,147.80,148.37,0.93,1.00,1.01,6.87,7.15,1.00,1.00,7.38,7.38,145.80,7.57,29.54,1.05,31.74,32806.00,0.04,1.695089e+002,6.66
137,22.28,0.66,158.36,147.93,139.80,0.68,0.42,4.63,5.33,8.51,12.47,0.08,24.45,1.96,146.69,10.20,52.82,1.59,3.83,23030.00,0.37,7.911639e+001,6.64
138,23.33,0.91,150.48,142.82,135.28,0.81,0.95,1.41,5.45,6.24,1.90,0.53,9.69,5.10,141.20,6.71,29.59,1.16,37.19,22875.00,0.13,8.474537e+001,5.80
