name,replicate,temperature,Particle ID,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Circle Fit,Circularity (Hu),Compactness,Diameter (ABD),Diameter (ESD),Elongation,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Intensity,Length,Perimeter,Roughness,Sigma Intensity,Sum Intensity,Transparency,Volume (ABD),Width,datasetID
cl,7,20,8,22.49,0.97,114.44,120.97,119.75,0.87,0.97,1.22,5.35,6.04,1,1,6.8,6.8,119.86,6.8,27.19,1.1,41.86,18938,0.11,80.22859,5.49,cl-7-20
cl,7,20,9,39.96,0.97,136.85,127.64,124.61,0.94,1,1.05,7.13,7.73,1,1,7.94,7.94,127.46,7.9,31.75,1.26,15.21,30336,0.08,190.0144,7.46,cl-7-20
cl,7,20,10,43.83,0.99,136.85,142.92,142.34,0.91,0.99,1.1,7.47,7.95,1,1,8.21,8.21,141.86,8.68,32.85,1.07,30.14,36175,0.06,218.2945,7.46,cl-7-20
cl,7,20,11,38.15,0.79,149.17,148.86,149.2,0.85,0.97,1.03,6.97,7.38,1,1,7.55,7.55,148.82,8.55,30.19,1.04,24.26,34229,0.06,177.279,5.8,cl-7-20
cl,7,20,12,24.59,0.83,135.05,141.19,146.38,0.8,0.94,1.49,5.6,6.75,2.22,0.45,10.68,4.8,141.71,8.01,30.97,1.14,40.12,23807,0.17,91.72258,5.29,cl-7-20
cl,7,20,13,30.83,0.83,160.72,149.74,143.77,0.84,0.96,1.23,6.27,7.05,1,1,7.63,7.63,149.16,8.62,30.51,1.09,39.2,29385,0.11,128.7626,5.95,cl-7-20
cl,7,20,14,31.27,0.93,132.8,142.02,139.64,0.76,0.96,1.39,6.31,7.44,1.8,0.56,10.45,5.82,139.67,8.79,32.53,1.11,37.46,27794,0.15,131.5142,6.27,cl-7-20
cl,7,20,15,22.28,0.89,136.65,139.41,139.66,0.81,0.94,1.4,5.33,6.24,1.88,0.53,9.49,5.05,139.13,6.8,29.08,1.14,39.6,21843,0.15,79.11639,5.62,cl-7-20
cl,7,20,16,26.93,0.78,118.01,128.01,121.4,0.84,0.96,1.14,5.86,6.39,1,1,6.99,6.99,124.88,7.18,27.97,1.08,33.07,22354,0.08,105.1335,5.29,cl-7-20
cl,7,20,17,36.13,0.9,127.83,130.11,133.62,0.92,0.99,1.06,6.78,7.17,1,1,7.5,7.5,130.29,7.61,30,1.06,27.96,28793,0.05,163.399,6.61,cl-7-20
cl,7,20,18,29.09,0.92,136.22,137.92,141.59,0.82,0.97,1.38,6.09,6.89,1.76,0.57,10.08,5.72,138.79,7.73,31.61,1.15,43.54,26231,0.12,118.0067,5.8,cl-7-20
cl,7,20,19,36.58,0.83,142.19,144.04,135.62,0.83,0.95,1.23,6.82,7.53,1,1,8.1,8.1,141.29,8.55,32.4,1.1,43.28,31508,0.09,166.4421,6.75,cl-7-20
cl,7,20,20,24.17,0.81,136.91,134.87,122.08,0.79,0.92,1.52,5.55,6.62,2.36,0.42,10.95,4.63,131.28,7.21,31.16,1.17,36.99,21792,0.16,89.37008,5.49,cl-7-20
cl,7,20,21,31.7,0.79,134.26,138.84,126.1,0.75,0.92,1.58,6.35,7.81,2.56,0.39,12.54,4.89,134.22,9.07,34.87,1.15,38.06,26978,0.19,134.2906,5.88,cl-7-20
cl,7,20,22,204.77,0.66,116.44,127.88,124.02,0.55,0.87,1.9,16.15,19.07,3.71,0.27,32.24,8.69,124.75,22.54,81.85,1.43,31.22,111406,0.15,2204.187,14.09,cl-7-20
cl,7,20,23,25.65,0.96,139.95,147.95,141.57,0.87,0.99,1.17,5.71,6.29,1,1,6.96,6.96,145.13,6.8,27.84,1.09,38.21,25107,0.09,97.71995,5.8,cl-7-20
cl,7,20,24,51.47,0.87,139.94,152.07,154.39,0.9,0.99,1.05,8.1,8.44,1,1,8.52,8.52,151.2,9.26,34.09,1.06,27.06,43545,0.04,277.7638,7.65,cl-7-20
cl,7,20,25,23.96,0.86,160.57,158.95,146.79,0.82,0.95,1.37,5.52,6.34,1.7,0.59,9.26,5.44,155.45,7.12,29.4,1.14,33.97,25650,0.13,88.20384,5.43,cl-7-20
cl,7,20,26,36.81,0.95,139.5,130.85,129.86,0.94,1,1.02,6.85,7.13,1,1,7.38,7.38,130.67,7.51,29.54,1.05,12.72,29271,0.04,167.9726,6.85,cl-7-20
cl,7,20,27,47.28,0.82,134.48,147.53,149.41,0.87,0.98,1.05,7.76,8.16,1,1,8.25,8.25,146,9.25,32.99,1.05,31.57,39419,0.05,244.591,7.05,cl-7-20
cl,7,20,28,54.05,0.92,145.45,145.82,148.72,0.91,0.99,1.18,8.3,9.06,1,1,9.35,9.35,146.63,9.96,37.41,1.24,5.69,43841,0.08,298.8846,8.48,cl-7-20
cl,8,20,1,58.53,0.99,128.13,114.55,111.03,0.95,1,1.03,8.63,8.94,1,1,8.88,8.88,114.99,9.11,35.52,1.05,28.66,36567,0.03,336.846,8.57,cl-8-20
cl,8,20,2,52.4,0.99,116.26,95.61,86.53,0.95,1,1.01,8.17,8.46,1,1,8.41,8.41,95.24,8.74,33.63,1.04,33.91,27810,0.03,285.3704,8.01,cl-8-20
cl,8,20,3,47.28,0.89,142.03,140.36,138.11,0.91,0.99,1.07,7.76,8.63,1,1,8.72,8.72,139.85,9.25,34.87,1.34,13.76,37760,0.1,244.591,7.96,cl-8-20
cl,8,20,4,24.59,0.94,105.49,113.53,114.82,0.94,1,1,5.6,5.86,1,1,6.25,6.25,112.58,6.22,24.98,1.04,36.24,18914,0.05,91.72258,5.25,cl-8-20
cl,8,20,5,54.75,0.94,101.37,110.17,113.95,0.92,1,1.05,8.35,8.68,1,1,8.72,8.72,110.07,9.26,34.87,1.06,32.99,33240,0.04,304.7547,8.21,cl-8-20
cl,8,20,6,53.58,0.96,143.64,139.31,145.4,0.91,0.99,1.15,8.26,8.79,1,1,9.04,9.04,141.62,9.18,36.17,1.08,6.65,42061,0.06,294.9972,8.36,cl-8-20
cl,8,20,7,39.05,0.95,112.3,126.29,126.91,0.86,0.99,1.15,7.05,7.71,1,1,8.02,8.02,124.85,8.74,32.07,1.07,42.11,29215,0.09,183.6003,6.91,cl-8-20
cl,8,20,8,34.13,0.83,152.17,146.31,137.02,0.88,0.98,1.09,6.59,7.81,1,1,8.08,8.08,143.9,8.79,32.34,1.43,9.17,30507,0.16,150.0004,6.77,cl-8-20
cl,8,20,9,28.87,0.92,160.73,148.88,138.18,0.92,0.99,1.07,6.06,7.29,1,1,7.66,7.66,147.01,7.61,30.64,1.47,7.81,27637,0.17,116.6906,6.87,cl-8-20
cl,8,20,10,27.36,0.96,117.29,118.03,118.78,0.95,1,1,5.9,6.14,1,1,6.52,6.52,118.15,6.48,26.09,1.04,22.05,21386,0.04,107.6568,5.8,cl-8-20
cl,8,20,11,21.04,0.98,129.31,137.77,143.61,0.95,1,1,5.18,5.42,1,1,5.97,5.97,137.74,5.58,23.88,1.05,26.69,20799,0.05,72.58714,5.1,cl-8-20
cl,8,20,12,22.49,0.89,146.78,145.87,145.73,0.83,0.94,1.44,5.35,6.38,2.03,0.49,9.89,4.88,145.91,7.21,29.54,1.14,32.71,23053,0.16,80.22859,5.68,cl-8-20
cl,8,20,13,27.79,0.96,154.33,153.15,147.74,0.9,0.99,1.1,5.95,6.6,1,1,7.11,7.11,151.68,7.06,28.43,1.26,19.45,27757,0.1,110.2058,6.27,cl-8-20
cl,8,20,14,23.54,0.95,154.61,160.68,157.24,0.83,0.98,1.26,5.47,6.31,1,1,7.03,7.03,158.68,7.18,28.11,1.1,33.13,25865,0.13,85.89147,5.49,cl-8-20
cl,8,20,15,28.01,0.95,138.35,135.26,129.4,0.94,1,1.02,5.97,6.27,1,1,6.72,6.72,133.28,6.52,26.87,1.06,28.04,24524,0.05,111.49,5.8,cl-8-20
cl,8,20,16,23.33,0.98,140.71,142.37,135.25,0.95,1,1,5.45,5.71,1,1,6.13,6.13,139.69,5.98,24.53,1.04,35.89,22629,0.04,84.74537,5.25,cl-8-20
cl,9,20,1,23.75,0.92,154.05,151.2,147.11,0.91,0.99,1.06,5.5,6.56,1,1,6.99,6.99,149.39,7.18,27.97,1.43,6.72,24500,0.16,87.04429,5.8,cl-9-20
cl,9,20,2,24.17,0.91,162.67,153.8,144.83,0.91,0.99,1.07,5.55,7.19,1,1,7.55,7.55,152.11,7.83,30.19,1.56,4.8,25251,0.23,89.37008,6.66,cl-9-20
cl,9,20,3,29.96,0.96,166.87,157.53,147.69,0.92,0.99,1.06,6.18,7.3,1,1,7.58,7.58,155.65,7.95,30.32,1.59,15.15,30041,0.15,123.3343,6.9,cl-9-20
cl,9,20,4,25.22,0.88,151.81,139.43,133.29,0.91,0.99,1,5.67,6.75,1,1,6.99,6.99,138.98,7.32,27.97,1.47,10.1,23765,0.16,95.30118,5.8,cl-9-20
cl,9,20,5,22.07,0.76,157.97,152.63,144.88,0.66,0.49,3.87,5.3,7.89,10.06,0.1,21.89,2.18,150.87,9.46,48.14,1.54,3.79,23536,0.33,78.01101,6.89,cl-9-20
cl,9,20,6,31.7,0.83,156.3,146.37,138.84,0.87,0.98,1.09,6.35,8.24,1,1,8.41,8.41,145,9.17,33.63,1.58,4.92,29145,0.23,134.2906,6.91,cl-9-20
cl,9,20,7,23.33,0.95,126.1,130.35,129,0.82,0.95,1.4,5.45,6.42,1.88,0.53,9.63,5.13,129.45,6.91,29.54,1.13,37.31,20971,0.15,84.74537,5.86,cl-9-20
cl,9,20,8,25.65,0.92,130.47,131.22,124.3,0.93,1,1,5.71,6,1,1,6.41,6.41,128.67,6.5,25.63,1.04,32.78,22260,0.05,97.71995,5.25,cl-9-20
cl,9,20,9,25.65,0.94,152.38,145.27,151.53,0.9,0.99,1.08,5.71,6.12,1,1,6.68,6.68,147.9,6.48,26.74,1.07,7.04,25586,0.07,97.71995,5.8,cl-9-20
cl,9,20,10,31.92,0.98,114.17,121.3,123.1,0.85,0.99,1.21,6.38,7.11,1,1,7.66,7.66,120.99,8.22,30.64,1.09,33.33,24440,0.1,135.6881,6.35,cl-9-20
cl,9,20,11,51,0.87,140,146.52,139.79,0.9,0.99,1.08,8.06,8.49,1,1,8.6,8.6,143.74,9.25,34.42,1.06,27.61,41111,0.05,273.9922,7.46,cl-9-20
cl,9,20,12,30.39,0.92,126.73,134.11,134.78,0.93,1,1.06,6.22,6.58,1,1,7.03,7.03,133.15,7.06,28.11,1.06,38.84,25964,0.05,126.0359,6.21,cl-9-20
cl,9,20,13,23.12,0.78,151.85,146.72,154.61,0.82,0.95,1.2,5.43,6.11,1,1,6.8,6.8,149.35,7.18,27.19,1.09,3.76,24045,0.11,83.60601,4.69,cl-9-20
cl,9,20,14,37.93,0.93,127.52,127.29,126.91,0.93,1,1.02,6.95,7.27,1,1,7.5,7.5,127.19,7.61,30,1.05,24.21,29127,0.04,175.7132,6.91,cl-9-20
cl,9,20,15,20.63,0.9,145.01,140.6,139.48,0.79,0.95,1.31,5.12,6.02,1.38,0.73,7.92,5.75,140.02,7.32,27.33,1.11,22.48,20863,0.15,70.46599,5.06,cl-9-20
cl,9,20,16,25.86,0.95,149.55,147.39,146.49,0.93,1,1,5.74,6.01,1,1,6.33,6.33,147.32,6.48,25.31,1.03,16.8,25634,0.05,98.9392,5.25,cl-9-20
cl,9,20,17,22.49,0.91,131.57,131.01,133.61,0.93,1,1,5.35,5.62,1,1,6.05,6.05,131.84,6.03,24.2,1.04,18.27,20830,0.05,80.22859,5.1,cl-9-20
cl,9,20,18,31.05,0.93,136.55,138.05,139.67,0.93,1,1.03,6.29,6.59,1,1,6.99,6.99,138.34,7.12,27.97,1.06,25.22,27392,0.05,130.1353,6.27,cl-9-20
cl,9,20,19,56.87,0.96,117.5,131.34,133.46,0.93,1,1.05,8.51,8.87,1,1,8.83,8.83,130.21,9.33,35.33,1.05,34.96,40495,0.04,322.6446,8.57,cl-9-20
cl,9,20,20,25.65,0.91,132.66,137.4,132.96,0.83,0.98,1.21,5.71,6.43,1,1,7.07,7.07,135.53,7.71,28.3,1.09,34.48,23447,0.11,97.71995,5.25,cl-9-20
cl,9,20,21,34.35,0.89,127.5,136.69,134.07,0.8,0.93,2.03,6.61,8.56,4.13,0.24,16.39,3.97,133.94,9.44,40.72,1.24,45.14,28530,0.23,151.4651,6.58,cl-9-20
cl,9,20,22,21.04,0.86,125.61,130.4,126.32,0.87,0.97,1.19,5.18,5.78,1,1,6.57,6.57,128.2,6.42,26.28,1.1,44.12,19358,0.1,72.58714,4.63,cl-9-20
cl,9,20,23,24.17,0.93,138.2,128.54,119.02,0.94,1,1,5.55,6.29,1,1,6.64,6.64,126.8,6.64,26.55,1.37,8.85,21048,0.12,89.37008,5.8,cl-9-20
cl,9,20,24,56.64,0.98,129.99,139.83,135.66,0.95,1,1.02,8.49,8.78,1,1,8.72,8.72,137.28,9.07,34.87,1.05,40.92,42556,0.03,320.6362,8.57,cl-9-20
cl,9,20,25,20.83,0.89,122.2,125.73,123.8,0.75,0.93,1.44,5.15,6.14,2.02,0.5,9.61,4.76,124.71,7.06,28.76,1.14,27.81,18707,0.16,71.52309,5.19,cl-9-20
cl,9,20,26,39.28,0.93,133.83,136.77,136.51,0.88,0.98,1.17,7.07,8.05,1,1,8.46,8.46,136.38,8.95,33.82,1.34,42.35,32050,0.12,185.1951,7.44,cl-9-20
cl,9,20,27,32.36,0.86,125,129.51,127.1,0.9,0.99,1.02,6.42,6.74,1,1,7.07,7.07,128.3,7.48,28.3,1.05,35.17,26174,0.05,138.5016,5.8,cl-9-20
cl,9,20,28,31.92,0.98,128.74,127.81,126.14,0.93,1,1.04,6.38,6.71,1,1,7.11,7.11,126.75,6.99,28.43,1.06,28.99,25604,0.05,135.6881,6.35,cl-9-20
cl,9,20,29,37.48,0.77,112.35,120.46,120.98,0.82,0.95,1.2,6.91,7.68,1,1,8.1,8.1,119.45,8.62,32.4,1.08,42.2,27115,0.1,172.5993,6.16,cl-9-20
cl,9,20,30,30.39,0.73,148.13,155.31,148.61,0.62,0.81,2.18,6.22,7.82,4.64,0.22,16.62,3.58,152.01,8.62,40.4,1.31,36.46,29642,0.2,126.0359,6.47,cl-9-20
cl,9,20,31,31.7,0.88,138.45,144.1,135.98,0.82,0.97,1.51,6.35,7.38,2.3,0.43,11.88,5.17,141.04,8.68,34.09,1.17,36.22,28349,0.14,134.2906,5.88,cl-9-20
cl,9,20,32,22.28,0.83,150.92,146.46,151.02,0.83,0.96,1.22,5.33,6.03,1,1,6.76,6.76,148.31,6.5,27.06,1.09,4.41,23285,0.12,79.11639,5.47,cl-9-20
cl,9,20,33,24.8,0.93,156.11,153.9,145.27,0.93,1,1,5.62,5.91,1,1,6.25,6.25,151.56,6.28,24.98,1.03,28.09,25613,0.05,92.90882,5.25,cl-9-20
cl,9,20,34,21.04,0.89,168.46,160.52,153.92,0.83,0.95,1.32,5.18,6.05,1.46,0.68,8.21,5.62,159.28,6.92,27.65,1.11,44.1,24052,0.14,72.58714,4.73,cl-9-20
cl,9,20,35,19.81,0.9,143.03,136.42,135.36,0.7,0.92,1.69,5.02,6.18,2.96,0.34,11.46,3.86,136.47,7.06,30.64,1.21,22.01,19788,0.19,66.30745,5.21,cl-9-20
cl,9,20,36,210.06,0.91,103.4,123.02,129.13,0.62,0.91,1.67,16.35,18.85,2.91,0.34,28.5,9.78,121.98,20.96,76.57,1.17,33.84,111368,0.13,2290.263,17.33,cl-9-20
cl,9,20,37,32.14,0.71,125.51,131.19,130.99,0.78,0.93,1.22,6.4,7.23,1,1,7.71,7.71,129.84,8.95,30.83,1.08,37.48,26358,0.12,137.0917,5.15,cl-9-20
cl,9,20,38,26.72,0.88,156.37,155.79,149.97,0.88,0.98,1.11,5.83,7.09,1,1,7.5,7.5,153.91,7.61,30,1.59,14.86,27396,0.18,103.8816,6.17,cl-9-20
cl,9,20,39,24.38,0.88,123.89,128.49,125.2,0.91,0.99,1.04,5.57,5.9,1,1,6.44,6.44,126.95,6.5,25.76,1.06,32.65,21200,0.06,90.543,5.24,cl-9-20
cl,9,20,40,45.44,0.9,145.43,150.13,143.68,0.82,0.96,1.31,7.61,8.49,1.41,0.71,10.61,7.54,147.66,9.11,36.3,1.12,42.07,38687,0.1,230.4116,7.44,cl-9-20
cl,9,20,41,27.58,0.86,128.1,132.8,124.03,0.83,0.95,1.29,5.93,6.75,1.28,0.78,8.44,6.58,129.65,7.95,30.05,1.11,36.23,23597,0.12,108.9281,5.67,cl-9-20
cl,9,20,42,68.33,0.56,132.94,136.66,137.35,0.63,0.84,1.21,9.33,10.46,1,1,10.2,10.2,135.94,13.1,40.8,1.06,30.03,48803,0.11,424.9404,6.63,cl-9-20
cl,9,20,43,32.8,0.9,141.57,143.54,145,0.91,0.99,1.02,6.46,6.8,1,1,7.11,7.11,142.34,7.32,28.43,1.05,40.8,29323,0.05,141.3396,6.26,cl-9-20
cl,9,20,44,33.03,0.94,131.98,138.71,138.9,0.87,0.98,1.14,6.48,7.11,1,1,7.51,7.51,137.97,7.9,30.05,1.07,41.1,28559,0.09,142.7679,6.35,cl-9-20
cl,9,20,45,22.28,0.79,130.24,132.24,119.94,0.82,0.95,1.2,5.33,5.99,1,1,6.72,6.72,128.29,6.7,26.87,1.09,27.31,20142,0.11,79.11639,4.78,cl-9-20
cl,9,20,46,42.23,0.83,155.87,145.5,138.02,0.79,0.95,1.37,7.33,8.36,1.75,0.57,11.5,6.59,144.44,9.78,36.17,1.13,42.4,35821,0.12,206.4514,6.83,cl-9-20
cl,9,20,47,32.8,0.94,125.37,130.68,131.84,0.92,1,1.01,6.46,6.82,1,1,7.07,7.07,130.19,7.26,28.3,1.04,33.84,26819,0.05,141.3396,6.35,cl-9-20
cl,9,20,48,30.83,0.89,133.69,137.61,133.5,0.92,0.99,1.01,6.27,6.57,1,1,6.91,6.91,135.91,7.12,27.65,1.05,25.11,26775,0.05,128.7626,5.88,cl-9-20
cl,9,20,49,37.25,0.9,143.96,149.49,148.83,0.91,0.99,1.06,6.89,7.23,1,1,7.58,7.58,148.2,7.73,30.32,1.06,27.08,33493,0.05,171.0512,6.55,cl-9-20
cl,9,20,50,37.25,0.91,140.38,143.35,142.71,0.85,0.97,1.19,6.89,7.61,1,1,8.02,8.02,142.81,8.49,32.07,1.08,40.53,32275,0.1,171.0512,6.84,cl-9-20
cl,9,20,51,58.53,0.74,131.45,145.8,138.54,0.8,0.95,1.1,8.63,9.24,1,1,9.16,9.16,141.73,10.79,36.63,1.05,22.08,45071,0.07,336.846,7.28,cl-9-20
cl,9,20,52,32.58,1,154.25,149.56,138.49,0.93,1,1.08,6.44,7.65,1,1,7.97,7.97,146.59,8.02,31.88,1.45,6.75,30051,0.16,139.9175,7.44,cl-9-20
cl,9,20,53,19.81,0.97,148.12,144.77,142.6,0.87,0.98,1.19,5.02,5.92,1,1,6.64,6.64,144.18,6.52,26.55,1.29,32.19,20906,0.15,66.30745,5.1,cl-9-20
cl,9,20,54,41.55,0.96,107.76,117.51,118.64,0.81,0.98,1.27,7.27,8.16,1.04,0.96,8.84,8.47,116.27,9.46,34.61,1.1,35.59,28487,0.11,201.4604,6.91,cl-9-20
cl,9,20,55,30.39,0.77,151.02,143.87,145.62,0.83,0.96,1.06,6.22,6.95,1,1,7.27,7.27,145.21,8.15,29.08,1.27,17.97,28316,0.1,126.0359,5.25,cl-9-20
cl,9,20,56,44.75,0.98,107.2,116.9,118.53,0.77,0.96,1.44,7.55,8.68,2.02,0.5,12.92,6.41,116,9.17,38.65,1.35,38.59,30045,0.13,225.1852,8.23,cl-9-20
